日期,城市,用户目标,换电柜目标,电池目标,电池配比目标,柜效目标
2025-12-10,无锡市,1103,89,1518,1.38,12.39
2025-12-10,武汉市,3229,206,4494,1.39,15.67
2025-12-10,温州市,1659,176,2433,1.47,9.43
2025-12-10,芜湖市,498,44,720,1.45,11.32
2025-12-10,苏州市,9935,654,13885,1.40,15.19
2025-12-10,青岛市,467,163,1200,2.57,2.87
2025-12-11,南京市,6247,309,8361,1.34,20.22
2025-12-11,南通市,1116,74,1580,1.42,15.08
2025-12-11,宁波市,4484,353,6332,1.41,12.70
2025-12-11,常州市,2528,177,3580,1.42,14.28
2025-12-11,无锡市,1103,89,1518,1.38,12.39
2025-12-11,武汉市,3229,206,4494,1.39,15.67
2025-12-11,温州市,1659,176,2433,1.47,9.43
2025-12-11,芜湖市,498,44,720,1.45,11.32
2025-12-11,苏州市,9935,654,13885,1.40,15.19
2025-12-11,青岛市,467,163,1200,2.57,2.87
2025-12-12,南京市,6247,309,8361,1.34,20.22
2025-12-12,南通市,1116,74,1580,1.42,15.08
2025-12-12,宁波市,4484,353,6332,1.41,12.70
2025-12-12,常州市,2528,177,3580,1.42,14.28
2025-12-12,无锡市,1103,89,1518,1.38,12.39
2025-12-12,武汉市,3229,206,4494,1.39,15.67
2025-12-12,温州市,1659,176,2433,1.47,9.43
2025-12-12,芜湖市,498,44,720,1.45,11.32
2025-12-12,苏州市,9935,654,13885,1.40,15.19
2025-12-12,青岛市,467,163,1200,2.57,2.87
2025-12-13,南京市,6247,309,8361,1.34,20.22
2025-12-13,南通市,1116,74,1580,1.42,15.08
2025-12-13,宁波市,4484,353,6332,1.41,12.70
2025-12-13,常州市,2528,177,3580,1.42,14.28
2025-12-13,无锡市,1103,89,1518,1.38,12.39
2025-12-13,武汉市,3229,206,4494,1.39,15.67
2025-12-13,温州市,1659,176,2433,1.47,9.43
2025-12-13,芜湖市,498,44,720,1.45,11.32
2025-12-13,苏州市,9935,654,13885,1.40,15.19
2025-12-13,青岛市,467,163,1200,2.57,2.87
2025-12-14,南京市,6247,309,8361,1.34,20.22
2025-12-14,南通市,1116,74,1580,1.42,15.08
2025-12-14,宁波市,4484,353,6332,1.41,12.70
2025-12-14,常州市,2528,177,3580,1.42,14.28
2025-12-14,无锡市,1103,89,1518,1.38,12.39
2025-12-14,武汉市,3229,206,4494,1.39,15.67
2025-12-14,温州市,1659,176,2433,1.47,9.43
2025-12-14,芜湖市,498,44,720,1.45,11.32
2025-12-14,苏州市,9935,654,13885,1.40,15.19
2025-12-14,青岛市,467,163,1200,2.57,2.87
2025-12-15,南京市,6247,309,8361,1.34,20.22
2025-12-15,南通市,1116,74,1580,1.42,15.08
2025-12-15,宁波市,4484,353,6332,1.41,12.70
2025-12-15,常州市,2528,177,3580,1.42,14.28
2025-12-15,无锡市,1103,89,1518,1.38,12.39
2025-12-15,武汉市,3229,206,4494,1.39,15.67
2025-12-15,温州市,1659,176,2433,1.47,9.43
2025-12-15,芜湖市,498,44,720,1.45,11.32
2025-12-15,苏州市,9935,654,13885,1.40,15.19
2025-12-15,青岛市,467,163,1200,2.57,2.87
2025-12-16,南京市,6247,309,8361,1.34,20.22
2025-12-16,南通市,1116,74,1580,1.42,15.08
2025-12-16,宁波市,4484,353,6332,1.41,12.70
2025-12-16,常州市,2528,177,3580,1.42,14.28
2025-12-16,无锡市,1103,89,1518,1.38,12.39
2025-12-16,武汉市,3229,206,4494,1.39,15.67
2025-12-16,温州市,1659,176,2433,1.47,9.43
2025-12-16,芜湖市,498,44,720,1.45,11.32
2025-12-16,苏州市,9935,654,13885,1.40,15.19
2025-12-16,青岛市,467,163,1200,2.57,2.87
2025-12-17,南京市,6247,309,8361,1.34,20.22
2025-12-17,南通市,1116,74,1580,1.42,15.08
2025-12-17,宁波市,4484,353,6332,1.41,12.70
2025-12-17,常州市,2528,177,3580,1.42,14.28
2025-12-17,无锡市,1103,89,1518,1.38,12.39
2025-12-17,武汉市,3229,206,4494,1.39,15.67
2025-12-17,温州市,1659,176,2433,1.47,9.43
2025-12-17,芜湖市,498,44,720,1.45,11.32
2025-12-17,苏州市,9935,654,13885,1.40,15.19
2025-12-17,青岛市,467,163,1200,2.57,2.87
2025-12-18,南京市,6247,309,8361,1.34,20.22
2025-12-18,南通市,1116,74,1580,1.42,15.08
2025-12-18,宁波市,4484,353,6332,1.41,12.70
2025-12-18,常州市,2528,177,3580,1.42,14.28
2025-12-18,无锡市,1103,89,1518,1.38,12.39
2025-12-18,武汉市,3229,206,4494,1.39,15.67
2025-12-18,温州市,1659,176,2433,1.47,9.43
2025-12-18,芜湖市,498,44,720,1.45,11.32
2025-12-18,苏州市,9935,654,13885,1.40,15.19
2025-12-18,青岛市,467,163,1200,2.57,2.87
2025-12-19,南京市,6247,309,8361,1.34,20.22
2025-12-19,南通市,1116,74,1580,1.42,15.08
2025-12-19,宁波市,4484,353,6332,1.41,12.70
2025-12-19,常州市,2528,177,3580,1.42,14.28
2025-12-19,无锡市,1103,89,1518,1.38,12.39
2025-12-19,武汉市,3229,206,4494,1.39,15.67
2025-12-19,温州市,1659,176,2433,1.47,9.43
2025-12-19,芜湖市,498,44,720,1.45,11.32
2025-12-19,苏州市,9935,654,13885,1.40,15.19
2025-12-19,青岛市,467,163,1200,2.57,2.87
2025-12-20,南京市,6247,309,8361,1.34,20.22
2025-12-20,南通市,1116,74,1580,1.42,15.08
2025-12-20,宁波市,4484,353,6332,1.41,12.70
2025-12-20,常州市,2528,177,3580,1.42,14.28
2025-12-20,无锡市,1103,89,1518,1.38,12.39
2025-12-20,武汉市,3229,206,4494,1.39,15.67
2025-12-20,温州市,1659,176,2433,1.47,9.43
2025-12-20,芜湖市,498,44,720,1.45,11.32
2025-12-20,苏州市,9935,654,13885,1.40,15.19
2025-12-20,青岛市,467,163,1200,2.57,2.87
2025-12-21,南京市,6247,309,8361,1.34,20.22
2025-12-21,南通市,1116,74,1580,1.42,15.08
2025-12-21,宁波市,4484,353,6332,1.41,12.70
2025-12-21,常州市,2528,177,3580,1.42,14.28
2025-12-21,无锡市,1103,89,1518,1.38,12.39
2025-12-21,武汉市,3229,206,4494,1.39,15.67
2025-12-21,温州市,1659,176,2433,1.47,9.43
2025-12-21,芜湖市,498,44,720,1.45,11.32
2025-12-21,苏州市,9935,654,13885,1.40,15.19
2025-12-21,青岛市,467,163,1200,2.57,2.87
2025-12-22,南京市,6247,309,8361,1.34,20.22
2025-12-22,南通市,1116,74,1580,1.42,15.08
2025-12-22,宁波市,4484,353,6332,1.41,12.70
2025-12-22,常州市,2528,177,3580,1.42,14.28
2025-12-22,无锡市,1103,89,1518,1.38,12.39
2025-12-22,武汉市,3229,206,4494,1.39,15.67
2025-12-22,温州市,1659,176,2433,1.47,9.43
2025-12-22,芜湖市,498,44,720,1.45,11.32
2025-12-22,苏州市,9935,654,13885,1.40,15.19
2025-12-22,青岛市,467,163,1200,2.57,2.87
2025-12-23,南京市,6247,309,8361,1.34,20.22
2025-12-23,南通市,1116,74,1580,1.42,15.08
2025-12-23,宁波市,4484,353,6332,1.41,12.70
2025-12-23,常州市,2528,177,3580,1.42,14.28
2025-12-23,无锡市,1103,89,1518,1.38,12.39
2025-12-23,武汉市,3229,206,4494,1.39,15.67
2025-12-23,温州市,1659,176,2433,1.47,9.43
2025-12-23,芜湖市,498,44,720,1.45,11.32
2025-12-23,苏州市,9935,654,13885,1.40,15.19
2025-12-23,青岛市,467,163,1200,2.57,2.87
2025-12-24,南京市,6247,309,8361,1.34,20.22
2025-12-24,南通市,1116,74,1580,1.42,15.08
2025-12-24,宁波市,4484,353,6332,1.41,12.70
2025-12-24,常州市,2528,177,3580,1.42,14.28
2025-12-24,无锡市,1103,89,1518,1.38,12.39
2025-12-24,武汉市,3229,206,4494,1.39,15.67
2025-12-24,温州市,1659,176,2433,1.47,9.43
2025-12-24,芜湖市,498,44,720,1.45,11.32
2025-12-24,苏州市,9935,654,13885,1.40,15.19
2025-12-24,青岛市,467,163,1200,2.57,2.87
2025-12-25,南京市,6247,309,8361,1.34,20.22
2025-12-25,南通市,1116,74,1580,1.42,15.08
2025-12-25,宁波市,4484,353,6332,1.41,12.70
2025-12-25,常州市,2528,177,3580,1.42,14.28
2025-12-25,无锡市,1103,89,1518,1.38,12.39
2025-12-25,武汉市,3229,206,4494,1.39,15.67
2025-12-25,温州市,1659,176,2433,1.47,9.43
2025-12-25,芜湖市,498,44,720,1.45,11.32
2025-12-25,苏州市,9935,654,13885,1.40,15.19
2025-12-25,青岛市,467,163,1200,2.57,2.87
2025-12-26,南京市,6247,309,8361,1.34,20.22
2025-12-26,南通市,1116,74,1580,1.42,15.08
2025-12-26,宁波市,4484,353,6332,1.41,12.70
2025-12-26,常州市,2528,177,3580,1.42,14.28
2025-12-26,无锡市,1103,89,1518,1.38,12.39
2025-12-26,武汉市,3229,206,4494,1.39,15.67
2025-12-26,温州市,1659,176,2433,1.47,9.43
2025-12-26,芜湖市,498,44,720,1.45,11.32
2025-12-26,苏州市,9935,654,13885,1.40,15.19
2025-12-26,青岛市,467,163,1200,2.57,2.87
2025-12-27,南京市,6247,309,8361,1.34,20.22
2025-12-27,南通市,1116,74,1580,1.42,15.08
2025-12-27,宁波市,4484,353,6332,1.41,12.70
2025-12-27,常州市,2528,177,3580,1.42,14.28
2025-12-27,无锡市,1103,89,1518,1.38,12.39
2025-12-27,武汉市,3229,206,4494,1.39,15.67
2025-12-27,温州市,1659,176,2433,1.47,9.43
2025-12-27,芜湖市,498,44,720,1.45,11.32
2025-12-27,苏州市,9935,654,13885,1.40,15.19
2025-12-27,青岛市,467,163,1200,2.57,2.87
2025-12-28,南京市,6247,309,8361,1.34,20.22
2025-12-28,南通市,1116,74,1580,1.42,15.08
2025-12-28,宁波市,4484,353,6332,1.41,12.70
2025-12-28,常州市,2528,177,3580,1.42,14.28
2025-12-28,无锡市,1103,89,1518,1.38,12.39
2025-12-28,武汉市,3229,206,4494,1.39,15.67
2025-12-28,温州市,1659,176,2433,1.47,9.43
2025-12-28,芜湖市,498,44,720,1.45,11.32
2025-12-28,苏州市,9935,654,13885,1.40,15.19
2025-12-28,青岛市,467,163,1200,2.57,2.87
2025-12-29,南京市,6247,309,8361,1.34,20.22
2025-12-29,南通市,1116,74,1580,1.42,15.08
2025-12-29,宁波市,4484,353,6332,1.41,12.70
2025-12-29,常州市,2528,177,3580,1.42,14.28
2025-12-29,无锡市,1103,89,1518,1.38,12.39
2025-12-29,武汉市,3229,206,4494,1.39,15.67
2025-12-29,温州市,1659,176,2433,1.47,9.43
2025-12-29,芜湖市,498,44,720,1.45,11.32
2025-12-29,苏州市,9935,654,13885,1.40,15.19
2025-12-29,青岛市,467,163,1200,2.57,2.87
2025-12-30,南京市,6247,309,8361,1.34,20.22
2025-12-30,南通市,1116,74,1580,1.42,15.08
2025-12-30,宁波市,4484,353,6332,1.41,12.70
2025-12-30,常州市,2528,177,3580,1.42,14.28
2025-12-30,无锡市,1103,89,1518,1.38,12.39
2025-12-30,武汉市,3229,206,4494,1.39,15.67
2025-12-30,温州市,1659,176,2433,1.47,9.43
2025-12-30,芜湖市,498,44,720,1.45,11.32
2025-12-30,苏州市,9935,654,13885,1.40,15.19
2025-12-30,青岛市,467,163,1200,2.57,2.87
2025-12-31,南京市,6247,309,8361,1.34,20.22
2025-12-31,南通市,1116,74,1580,1.42,15.08
2025-12-31,宁波市,4484,353,6332,1.41,12.70
2025-12-31,常州市,2528,177,3580,1.42,14.28
2025-12-31,无锡市,1103,89,1518,1.38,12.39
2025-12-31,武汉市,3229,206,4494,1.39,15.67
2025-12-31,温州市,1659,176,2433,1.47,9.43
2025-12-31,芜湖市,498,44,720,1.45,11.32
2025-12-31,苏州市,9935,654,13885,1.40,15.19
2025-12-31,青岛市,467,163,1200,2.57,2.87
2026-01-01,南京市,5498,301,7611,1.38,18.27
2026-01-01,南通市,851,75,1408,1.65,11.35
2026-01-01,宁波市,4113,345,5822,1.42,11.92
2026-01-01,常州市,2228,181,3496,1.57,12.31
2026-01-01,无锡市,912,99,1280,1.40,9.21
2026-01-01,武汉市,2638,212,3966,1.50,12.44
2026-01-01,温州市,1699,182,2467,1.45,9.34
2026-01-01,芜湖市,402,46,596,1.48,8.74
2026-01-01,苏州市,8759,616,12417,1.42,14.22
2026-01-01,青岛市,649,147,1199,1.85,4.41
2026-01-02,南京市,5498,301,7611,1.38,18.27
2026-01-02,南通市,851,75,1408,1.65,11.35
2026-01-02,宁波市,4113,345,5822,1.42,11.92
2026-01-02,常州市,2228,181,3496,1.57,12.31
2026-01-02,无锡市,912,99,1280,1.40,9.21
2026-01-02,武汉市,2638,212,3966,1.50,12.44
2026-01-02,温州市,1699,182,2467,1.45,9.34
2026-01-02,芜湖市,402,46,596,1.48,8.74
2026-01-02,苏州市,8759,616,12417,1.42,14.22
2026-01-02,青岛市,649,147,1199,1.85,4.41
2026-01-03,南京市,5498,301,7611,1.38,18.27
2026-01-03,南通市,851,75,1408,1.65,11.35
2026-01-03,宁波市,4113,345,5822,1.42,11.92
2026-01-03,常州市,2228,181,3496,1.57,12.31
2026-01-03,无锡市,912,99,1280,1.40,9.21
2026-01-03,武汉市,2638,212,3966,1.50,12.44
2026-01-03,温州市,1699,182,2467,1.45,9.34
2026-01-03,芜湖市,402,46,596,1.48,8.74
2026-01-03,苏州市,8759,616,12417,1.42,14.22
2026-01-03,青岛市,649,147,1199,1.85,4.41
2026-01-04,南京市,5498,301,7611,1.38,18.27
2026-01-04,南通市,851,75,1408,1.65,11.35
2026-01-04,宁波市,4113,345,5822,1.42,11.92
2026-01-04,常州市,2228,181,3496,1.57,12.31
2026-01-04,无锡市,912,99,1280,1.40,9.21
2026-01-04,武汉市,2638,212,3966,1.50,12.44
2026-01-04,温州市,1699,182,2467,1.45,9.34
2026-01-04,芜湖市,402,46,596,1.48,8.74
2026-01-04,苏州市,8759,616,12417,1.42,14.22
2026-01-04,青岛市,649,147,1199,1.85,4.41
2026-01-05,南京市,5498,301,7611,1.38,18.27
2026-01-05,南通市,851,75,1408,1.65,11.35
2026-01-05,宁波市,4113,345,5822,1.42,11.92
2026-01-05,常州市,2228,181,3496,1.57,12.31
2026-01-05,无锡市,912,99,1280,1.40,9.21
2026-01-05,武汉市,2638,212,3966,1.50,12.44
2026-01-05,温州市,1699,182,2467,1.45,9.34
2026-01-05,芜湖市,402,46,596,1.48,8.74
2026-01-05,苏州市,8759,616,12417,1.42,14.22
2026-01-05,青岛市,649,147,1199,1.85,4.41
2026-01-06,南京市,5498,301,7611,1.38,18.27
2026-01-06,南通市,851,75,1408,1.65,11.35
2026-01-06,宁波市,4113,345,5822,1.42,11.92
2026-01-06,常州市,2228,181,3496,1.57,12.31
2026-01-06,无锡市,912,99,1280,1.40,9.21
2026-01-06,武汉市,2638,212,3966,1.50,12.44
2026-01-06,温州市,1699,182,2467,1.45,9.34
2026-01-06,芜湖市,402,46,596,1.48,8.74
2026-01-06,苏州市,8759,616,12417,1.42,14.22
2026-01-06,青岛市,649,147,1199,1.85,4.41
2026-01-07,南京市,5498,301,7611,1.38,18.27
2026-01-07,南通市,851,75,1408,1.65,11.35
2026-01-07,宁波市,4113,345,5822,1.42,11.92
2026-01-07,常州市,2228,181,3496,1.57,12.31
2026-01-07,无锡市,912,99,1280,1.40,9.21
2026-01-07,武汉市,2638,212,3966,1.50,12.44
2026-01-07,温州市,1699,182,2467,1.45,9.34
2026-01-07,芜湖市,402,46,596,1.48,8.74
2026-01-07,苏州市,8759,616,12417,1.42,14.22
2026-01-07,青岛市,649,147,1199,1.85,4.41
2026-01-08,南京市,5498,301,7611,1.38,18.27
2026-01-08,南通市,851,75,1408,1.65,11.35
2026-01-08,宁波市,4113,345,5822,1.42,11.92
2026-01-08,常州市,2228,181,3496,1.57,12.31
2026-01-08,无锡市,912,99,1280,1.40,9.21
2026-01-08,武汉市,2638,212,3966,1.50,12.44
2026-01-08,温州市,1699,182,2467,1.45,9.34
2026-01-08,芜湖市,402,46,596,1.48,8.74
2026-01-08,苏州市,8759,616,12417,1.42,14.22
2026-01-08,青岛市,649,147,1199,1.85,4.41
2026-01-09,南京市,5498,301,7611,1.38,18.27
2026-01-09,南通市,851,75,1408,1.65,11.35
2026-01-09,宁波市,4113,345,5822,1.42,11.92
2026-01-09,常州市,2228,181,3496,1.57,12.31
2026-01-09,无锡市,912,99,1280,1.40,9.21
2026-01-09,武汉市,2638,212,3966,1.50,12.44
2026-01-09,温州市,1699,182,2467,1.45,9.34
2026-01-09,芜湖市,402,46,596,1.48,8.74
2026-01-09,苏州市,8759,616,12417,1.42,14.22
2026-01-09,青岛市,649,147,1199,1.85,4.41
2026-01-10,南京市,5498,301,7611,1.38,18.27
2026-01-10,南通市,851,75,1408,1.65,11.35
2026-01-10,宁波市,4113,345,5822,1.42,11.92
2026-01-10,常州市,2228,181,3496,1.57,12.31
2026-01-10,无锡市,912,99,1280,1.40,9.21
2026-01-10,武汉市,2638,212,3966,1.50,12.44
2026-01-10,温州市,1699,182,2467,1.45,9.34
2026-01-10,芜湖市,402,46,596,1.48,8.74
2026-01-10,苏州市,8759,616,12417,1.42,14.22
2026-01-10,青岛市,649,147,1199,1.85,4.41
2026-01-11,南京市,5498,301,7611,1.38,18.27
2026-01-11,南通市,851,75,1408,1.65,11.35
2026-01-11,宁波市,4113,345,5822,1.42,11.92
2026-01-11,常州市,2228,181,3496,1.57,12.31
2026-01-11,无锡市,912,99,1280,1.40,9.21
2026-01-11,武汉市,2638,212,3966,1.50,12.44
2026-01-11,温州市,1699,182,2467,1.45,9.34
2026-01-11,芜湖市,402,46,596,1.48,8.74
2026-01-11,苏州市,8759,616,12417,1.42,14.22
2026-01-11,青岛市,649,147,1199,1.85,4.41
2026-01-12,南京市,5498,301,7611,1.38,18.27
2026-01-12,南通市,851,75,1408,1.65,11.35
2026-01-12,宁波市,4113,345,5822,1.42,11.92
2026-01-12,常州市,2228,181,3496,1.57,12.31
2026-01-12,无锡市,912,99,1280,1.40,9.21
2026-01-12,武汉市,2638,212,3966,1.50,12.44
2026-01-12,温州市,1699,182,2467,1.45,9.34
2026-01-12,芜湖市,402,46,596,1.48,8.74
2026-01-12,苏州市,8759,616,12417,1.42,14.22
2026-01-12,青岛市,649,147,1199,1.85,4.41
2026-01-13,南京市,5498,301,7611,1.38,18.27
2026-01-13,南通市,851,75,1408,1.65,11.35
2026-01-13,宁波市,4113,345,5822,1.42,11.92
2026-01-13,常州市,2228,181,3496,1.57,12.31
2026-01-13,无锡市,912,99,1280,1.40,9.21
2026-01-13,武汉市,2638,212,3966,1.50,12.44
2026-01-13,温州市,1699,182,2467,1.45,9.34
2026-01-13,芜湖市,402,46,596,1.48,8.74
2026-01-13,苏州市,8759,616,12417,1.42,14.22
2026-01-13,青岛市,649,147,1199,1.85,4.41
2026-01-14,南京市,5498,301,7611,1.38,18.27
2026-01-14,南通市,851,75,1408,1.65,11.35
2026-01-14,宁波市,4113,345,5822,1.42,11.92
2026-01-14,常州市,2228,181,3496,1.57,12.31
2026-01-14,无锡市,912,99,1280,1.40,9.21
2026-01-14,武汉市,2638,212,3966,1.50,12.44
2026-01-14,温州市,1699,182,2467,1.45,9.34
2026-01-14,芜湖市,402,46,596,1.48,8.74
2026-01-14,苏州市,8759,616,12417,1.42,14.22
2026-01-14,青岛市,649,147,1199,1.85,4.41
2026-01-15,南京市,5498,301,7611,1.38,18.27
2026-01-15,南通市,851,75,1408,1.65,11.35
2026-01-15,宁波市,4113,345,5822,1.42,11.92
2026-01-15,常州市,2228,181,3496,1.57,12.31
2026-01-15,无锡市,912,99,1280,1.40,9.21
2026-01-15,武汉市,2638,212,3966,1.50,12.44
2026-01-15,温州市,1699,182,2467,1.45,9.34
2026-01-15,芜湖市,402,46,596,1.48,8.74
2026-01-15,苏州市,8759,616,12417,1.42,14.22
2026-01-15,青岛市,649,147,1199,1.85,4.41
2026-01-16,南京市,5498,301,7611,1.38,18.27
2026-01-16,南通市,851,75,1408,1.65,11.35
2026-01-16,宁波市,4113,345,5822,1.42,11.92
2026-01-16,常州市,2228,181,3496,1.57,12.31
2026-01-16,无锡市,912,99,1280,1.40,9.21
2026-01-16,武汉市,2638,212,3966,1.50,12.44
2026-01-16,温州市,1699,182,2467,1.45,9.34
2026-01-16,芜湖市,402,46,596,1.48,8.74
2026-01-16,苏州市,8759,616,12417,1.42,14.22
2026-01-16,青岛市,649,147,1199,1.85,4.41
2026-01-17,南京市,5498,301,7611,1.38,18.27
2026-01-17,南通市,851,75,1408,1.65,11.35
2026-01-17,宁波市,4113,345,5822,1.42,11.92
2026-01-17,常州市,2228,181,3496,1.57,12.31
2026-01-17,无锡市,912,99,1280,1.40,9.21
2026-01-17,武汉市,2638,212,3966,1.50,12.44
2026-01-17,温州市,1699,182,2467,1.45,9.34
2026-01-17,芜湖市,402,46,596,1.48,8.74
2026-01-17,苏州市,8759,616,12417,1.42,14.22
2026-01-17,青岛市,649,147,1199,1.85,4.41
2026-01-18,南京市,5498,301,7611,1.38,18.27
2026-01-18,南通市,851,75,1408,1.65,11.35
2026-01-18,宁波市,4113,345,5822,1.42,11.92
2026-01-18,常州市,2228,181,3496,1.57,12.31
2026-01-18,无锡市,912,99,1280,1.40,9.21
2026-01-18,武汉市,2638,212,3966,1.50,12.44
2026-01-18,温州市,1699,182,2467,1.45,9.34
2026-01-18,芜湖市,402,46,596,1.48,8.74
2026-01-18,苏州市,8759,616,12417,1.42,14.22
2026-01-18,青岛市,649,147,1199,1.85,4.41
2026-01-19,南京市,5498,301,7611,1.38,18.27
2026-01-19,南通市,851,75,1408,1.65,11.35
2026-01-19,宁波市,4113,345,5822,1.42,11.92
2026-01-19,常州市,2228,181,3496,1.57,12.31
2026-01-19,无锡市,912,99,1280,1.40,9.21
2026-01-19,武汉市,2638,212,3966,1.50,12.44
2026-01-19,温州市,1699,182,2467,1.45,9.34
2026-01-19,芜湖市,402,46,596,1.48,8.74
2026-01-19,苏州市,8759,616,12417,1.42,14.22
2026-01-19,青岛市,649,147,1199,1.85,4.41
2026-01-20,南京市,5498,301,7611,1.38,18.27
2026-01-20,南通市,851,75,1408,1.65,11.35
2026-01-20,宁波市,4113,345,5822,1.42,11.92
2026-01-20,常州市,2228,181,3496,1.57,12.31
2026-01-20,无锡市,912,99,1280,1.40,9.21
2026-01-20,武汉市,2638,212,3966,1.50,12.44
2026-01-20,温州市,1699,182,2467,1.45,9.34
2026-01-20,芜湖市,402,46,596,1.48,8.74
2026-01-20,苏州市,8759,616,12417,1.42,14.22
2026-01-20,青岛市,649,147,1199,1.85,4.41
2026-01-21,南京市,5498,301,7611,1.38,18.27
2026-01-21,南通市,851,75,1408,1.65,11.35
2026-01-21,宁波市,4113,345,5822,1.42,11.92
2026-01-21,常州市,2228,181,3496,1.57,12.31
2026-01-21,无锡市,912,99,1280,1.40,9.21
2026-01-21,武汉市,2638,212,3966,1.50,12.44
2026-01-21,温州市,1699,182,2467,1.45,9.34
2026-01-21,芜湖市,402,46,596,1.48,8.74
2026-01-21,苏州市,8759,616,12417,1.42,14.22
2026-01-21,青岛市,649,147,1199,1.85,4.41
2026-01-22,南京市,5498,301,7611,1.38,18.27
2026-01-22,南通市,851,75,1408,1.65,11.35
2026-01-22,宁波市,4113,345,5822,1.42,11.92
2026-01-22,常州市,2228,181,3496,1.57,12.31
2026-01-22,无锡市,912,99,1280,1.40,9.21
2026-01-22,武汉市,2638,212,3966,1.50,12.44
2026-01-22,温州市,1699,182,2467,1.45,9.34
2026-01-22,芜湖市,402,46,596,1.48,8.74
2026-01-22,苏州市,8759,616,12417,1.42,14.22
2026-01-22,青岛市,649,147,1199,1.85,4.41
2026-01-23,南京市,5498,301,7611,1.38,18.27
2026-01-23,南通市,851,75,1408,1.65,11.35
2026-01-23,宁波市,4113,345,5822,1.42,11.92
2026-01-23,常州市,2228,181,3496,1.57,12.31
2026-01-23,无锡市,912,99,1280,1.40,9.21
2026-01-23,武汉市,2638,212,3966,1.50,12.44
2026-01-23,温州市,1699,182,2467,1.45,9.34
2026-01-23,芜湖市,402,46,596,1.48,8.74
2026-01-23,苏州市,8759,616,12417,1.42,14.22
2026-01-23,青岛市,649,147,1199,1.85,4.41
2026-01-24,南京市,5498,301,7611,1.38,18.27
2026-01-24,南通市,851,75,1408,1.65,11.35
2026-01-24,宁波市,4113,345,5822,1.42,11.92
2026-01-24,常州市,2228,181,3496,1.57,12.31
2026-01-24,无锡市,912,99,1280,1.40,9.21
2026-01-24,武汉市,2638,212,3966,1.50,12.44
2026-01-24,温州市,1699,182,2467,1.45,9.34
2026-01-24,芜湖市,402,46,596,1.48,8.74
2026-01-24,苏州市,8759,616,12417,1.42,14.22
2026-01-24,青岛市,649,147,1199,1.85,4.41
2026-01-25,南京市,5498,301,7611,1.38,18.27
2026-01-25,南通市,851,75,1408,1.65,11.35
2026-01-25,宁波市,4113,345,5822,1.42,11.92
2026-01-25,常州市,2228,181,3496,1.57,12.31
2026-01-25,无锡市,912,99,1280,1.40,9.21
2026-01-25,武汉市,2638,212,3966,1.50,12.44
2026-01-25,温州市,1699,182,2467,1.45,9.34
2026-01-25,芜湖市,402,46,596,1.48,8.74
2026-01-25,苏州市,8759,616,12417,1.42,14.22
2026-01-25,青岛市,649,147,1199,1.85,4.41
2026-01-26,南京市,5498,301,7611,1.38,18.27
2026-01-26,南通市,851,75,1408,1.65,11.35
2026-01-26,宁波市,4113,345,5822,1.42,11.92
2026-01-26,常州市,2228,181,3496,1.57,12.31
2026-01-26,无锡市,912,99,1280,1.40,9.21
2026-01-26,武汉市,2638,212,3966,1.50,12.44
2026-01-26,温州市,1699,182,2467,1.45,9.34
2026-01-26,芜湖市,402,46,596,1.48,8.74
2026-01-26,苏州市,8759,616,12417,1.42,14.22
2026-01-26,青岛市,649,147,1199,1.85,4.41
2026-01-27,南京市,5498,301,7611,1.38,18.27
2026-01-27,南通市,851,75,1408,1.65,11.35
2026-01-27,宁波市,4113,345,5822,1.42,11.92
2026-01-27,常州市,2228,181,3496,1.57,12.31
2026-01-27,无锡市,912,99,1280,1.40,9.21
2026-01-27,武汉市,2638,212,3966,1.50,12.44
2026-01-27,温州市,1699,182,2467,1.45,9.34
2026-01-27,芜湖市,402,46,596,1.48,8.74
2026-01-27,苏州市,8759,616,12417,1.42,14.22
2026-01-27,青岛市,649,147,1199,1.85,4.41
2026-01-28,南京市,5498,301,7611,1.38,18.27
2026-01-28,南通市,851,75,1408,1.65,11.35
2026-01-28,宁波市,4113,345,5822,1.42,11.92
2026-01-28,常州市,2228,181,3496,1.57,12.31
2026-01-28,无锡市,912,99,1280,1.40,9.21
2026-01-28,武汉市,2638,212,3966,1.50,12.44
2026-01-28,温州市,1699,182,2467,1.45,9.34
2026-01-28,芜湖市,402,46,596,1.48,8.74
2026-01-28,苏州市,8759,616,12417,1.42,14.22
2026-01-28,青岛市,649,147,1199,1.85,4.41
2026-01-29,南京市,5498,301,7611,1.38,18.27
2026-01-29,南通市,851,75,1408,1.65,11.35
2026-01-29,宁波市,4113,345,5822,1.42,11.92
2026-01-29,常州市,2228,181,3496,1.57,12.31
2026-01-29,无锡市,912,99,1280,1.40,9.21
2026-01-29,武汉市,2638,212,3966,1.50,12.44
2026-01-29,温州市,1699,182,2467,1.45,9.34
2026-01-29,芜湖市,402,46,596,1.48,8.74
2026-01-29,苏州市,8759,616,12417,1.42,14.22
2026-01-29,青岛市,649,147,1199,1.85,4.41
2026-01-30,南京市,5498,301,7611,1.38,18.27
2026-01-30,南通市,851,75,1408,1.65,11.35
2026-01-30,宁波市,4113,345,5822,1.42,11.92
2026-01-30,常州市,2228,181,3496,1.57,12.31
2026-01-30,无锡市,912,99,1280,1.40,9.21
